iata	airport	city	country	prominent
GFY	Grootfontein	Grootfontein	Namibia	false
GGA	La Graciosa Ferry Port	La Graciosa	Spain	false
GGC	Lumbala	Lumbala	Angola	false
GGD	Gregory Downs	Gregory Downs	Australia	false
GGE	Georgetown	Georgetown	United States	false
GGG	Kilgore	Kilgore	United States	false
GGL	Gilgal	Gilgal	Colombia	false
GGM	Kakamega	Kakamega	Kenya	false
GGN	Gagnoa	Gagnoa	Ivory Coast	false
GGO	Guiglo	Guiglo	Ivory Coast	false
GGR	Garoe	Garoe	Somalia	false
GGS	Gobernador Gregores	Gobernador Gregores	Argentina	false
GGT	Exuma International	George Town	Bahamas	false
GGW	International	Glasgow	United States	false
GHA	Noumerate	Ghardaïa	Algeria	false
GHB	Governors Harbour	Governors Harbour	Bahamas	false
GHC	Great Harbour	Great Harbour	Bahamas	false
GHE	Garachine	Garachine	Panama	false
GHM	Municipal	Centerville	United States	false
GHN	Guanghan	Guanghan	China	false
GHT	Ghat	Ghat	Libya	false
GHU	Gualeguaychu	Gualeguaychu	Argentina	false
GIB	Gibraltar International Airport	Gibraltar	Gibraltar	true
GIC	Boigu Island	Boigu Island	Australia	false
GID	Gitega	Gitega	Burundi	false
GIF	Gilbert Field	Winter Haven	United States	false
GIG	Galeao Antonio Carlos Jobim	Rio de Janeiro	Brazil	true
GII	Siguiri	Siguiri	Guinea	false
GIL	Gilgit	Gilgit	Pakistan	false
GIM	Miele Mimbale	Miele Mimbale	Gabon	false
GIR	Girardot	Girardot	Colombia	false
GIS	Gisborne	Gisborne	New Zealand	false
GIT	Geita	Geita	Tanzania	false
GIU	Sigiriya Slaf Base	Sigiriya	Sri Lanka	false
GIY	Giyani	Giyani	South Africa	false
GIZ	Jazan	Jazan	Saudi Arabia	true
GJA	Guanaja	Guanaja	Honduras	false
GJL	Jijel	Jijel	Algeria	false
GJM	Guajara-Mirim	Guajara-Mirim	Brazil	false
GJR	Gjogur	Gjogur	Iceland	false
GJT	Walker Field	Grand Junction	United States	false
GKA	Goroka	Goroka	Papua New Guinea	false
GKD	Gokceada	Gokceada	Turkey	false
GKE	Geilenkirchen	Geilenkirchen	Germany	false
GKH	Gorkha	Gorkha	Nepal	false
GKL	Great Keppel Island	Great Keppel Island	Australia	false
GKN	Gulkana	Gulkana	United States	false
GKO	Kongoboumba	Kongoboumba	Gabon	false
GKT	Gatlinburg	Gatlinburg	United States	false
GLA	Glasgow International	Glasgow	United Kingdom	true
GLB	San Calos Apache	Globe	United States	false
GLC	Geladi	Geladi	Ethiopia	false
GLD	Renner Field	Goodland	United States	false
GLE	Municipal	Gainesville	United States	false
GLF	Golfito	Golfito	Costa Rica	false
GLG	Glengyle	Glengyle	Australia	false
GLH	Greenville	Greenville	United States	false
GLI	Glen Innes	Glen Innes	Australia	false
GLK	Galcaio	Galcaio	Somalia	false
GLL	Klanten Airport	Gol	Norway	false
GLM	Glenormiston	Glenormiston	Australia	false
GLN	Goulimime	Goulimime	Morocco	false
GLO	Gloucestershire	Gloucester	United Kingdom	false
GLP	Gulgubip	Gulgubip	Papua New Guinea	false
GLQ	Glennallen	Glennallen	United States	false
GLR	Otsego County	Gaylord	United States	false
GLS	Scholes Field	Galveston	United States	false
GLT	Gladstone	Gladstone	Australia	false
GLV	Golovin	Golovin	United States	false
GLW	Municipal	Glasgow	United States	false
GLX	Galela	Galela	Indonesia	false
GLY	Goldsworthy	Goldsworthy	Australia	false
GLZ	Gilze-Rijen	Breda	Netherlands	false
GMA	Gemena	Gemena	Democratic Republic of the Congo	false
GMB	Gambela	Gambela	Ethiopia	false
GMC	Guerima	Guerima	Colombia	false
GMD	Ben Slimane	Ben Slimane	Morocco	false
GME	Gomel	Gomel	Belarus	false
GMI	Gasmata Island	Gasmata Island	Papua New Guinea	false
GMM	Gamboma	Gamboma	Republic of the Congo	false
GMN	Greymouth	Greymouth	New Zealand	false
GMO	Lawanti	Gombe	Nigeria	false
GMP	Gimpo Airport	Seoul	South Korea	true
GMR	Gambier Island	Gambier Island	French Polynesia	false
GMS	Guimaraes	Guimaraes	Brazil	false
GMT	Granite Mountain	Granite Mountain	United States	false
GMU	Greenville Downtown	Greenville	United States	false
GMV	Monument Valley	Monument Valley Gldngs	United States	false
GMZ	La Gomera	San Sebas De La Gomera	Spain	false
GNA	Grodna	Grodna	Belarus	false
GNB	Grenoble-isere Airport (St Geoirs)	Lyon	France	false
GND	Point Salines International	St. Georges	Grenada	false
GNF	Gansner Field	Quincy	United States	false
GNG	Gooding	Gooding	United States	false
GNI	Green Island	Green Island	Taiwan	false
GNM	Guanambi	Guanambi	Brazil	false
GNN	Ghinnir	Ghinnir	Ethiopia	false
GNR	General Roca	General Roca	Argentina	false
GNS	Binaka	Gunungsitoli	Indonesia	false
GNT	Milan	Grants	United States	false
GNU	Goodnews Bay	Goodnews Bay	United States	false
GNV	Gainesville Regional	Gainesville	United States	false
GNY	Guney Anadolu Projesi	Sanliurfa	Turkey	false
GNZ	Ghanzi	Ghanzi	Botswana	false
GOA	Cristoforo Colombo	Genova	Italy	true
GOB	Goba	Goba	Ethiopia	false
GOC	Gora	Gora	Papua New Guinea	false
GOE	Gonalia	Gonalia	Papua New Guinea	false
GOF	Goodfellow AFB	San Angelo	United States	false
GOG	Gobabis	Gobabis	Namibia	false
GOH	Nuuk	Nuuk	Greenland	false
GOI	Dabolim	Goa	India	true
GOJ	Strigino	Nizhniy Novgorod	Russia	true
GOK	Guthrie	Guthrie	United States	false
GOL	State	Gold Beach	United States	false
GOM	Goma	Goma	Democratic Republic of the Congo	false
GON	New London	New London	United States	false
GOO	Goondiwindi	Goondiwindi	Australia	false
GOP	Gorakhpur	Gorakhpur	India	false
GOQ	Golmud	Golmud	China	false
GOR	Gore	Gore	Ethiopia	false
GOS	Gosford	Gosford	Australia	false
GOT	Landvetter	Gothenburg	Sweden	true
GOU	Garoua	Garoua	Cameroon	false
GOV	Nhulunbuy	Gove	Australia	false
GOX	Mopa Airport	Goa	India	true
GOY	Amparai	Gal Oya	Sri Lanka	false
GOZ	Gorna Oriahovitsa	Gorna Oriahovitsa	Bulgaria	false
GPA	Araxos Airport	Patras	Greece	false
GPB	Tancredo Thomaz Faria	Guarapuava	Brazil	false
GPD	Mount Gordon Mine	Mount Gordon Mine	Australia	false
GPI	Guapi	Guapi	Colombia	false
GPL	Guapiles	Guapiles	Costa Rica	false
GPN	Garden Point	Garden Point	Australia	false
GPO	General Pico	General Pico	Argentina	false
GPS	Seymour	Galapagos Island	Ecuador	true
GPT	Gulfport-Biloxi International	Gulfport	United States	false
GPZ	Grand Rapids	Grand Rapids	United States	false
GQQ	Galion	Galion	United States	false
GRA	Gamarra	Gamarra	Colombia	false
GRB	Austin-straubel Field	Green Bay	United States	false
GRC	Grand Cess	Grand Cess	Liberia	false
GRD	Greenwood	Greenwood	United States	false
GRE	Municipal	Greenville	United States	false
GRF	Gray AAF	Tacoma	United States	false
GRG	Gardez	Gardez	Afghanistan	false
GRH	Garuahi	Garuahi	Papua New Guinea	false
GRI	Grand Island	Grand Island	United States	false
GRJ	George	George	South Africa	true
GRK	Robert Gray AAF	Killeen	United States	false
GRL	Garasa	Garasa	Papua New Guinea	false
GRM	Devils Track	Grand Marais	United States	false
GRN	Gordon	Gordon	United States	false
GRO	Girona-Costa Brava	Gerona	Spain	false
GRP	Gurupi	Gurupi	Brazil	false
GRQ	Eelde	Groningen	Netherlands	false
GRR	Gerald R. Ford International	Grand Rapids	United States	false
GRS	Baccarini	Grosseto	Italy	false
GRT	Gujrat	Gujrat	Pakistan	false
GRU	Guarulhos Internacional	Sao Paulo	Brazil	true
GRV	Groznyj	Groznyj	Russia	false
GRW	Graciosa Island	Graciosa Island	Portugal	false
GRX	Granada	Granada	Spain	false
GRY	Grimsey	Grimsey	Iceland	false
GRZ	Thalerhof	Graz	Austria	false
GSA	Long Pasia	Long Pasia	Malaysia	false
GSB	Seymour Johnson AFB	Goldsboro	United States	false
GSC	Gascoyne Junction	Gascoyne Junction	Australia	false
GSE	Gothenburg City Airport	Gothenburg	Sweden	false
GSH	Goshen	Goshen	United States	false
GSI	Guadalcanal	Guadalcanal	Solomon Islands	false
GSJ	Puerto San Jose	Puerto San Jose	Guatemala	false
GSL	Taltheilei Narrows	Taltheilei Narrows	Canada	false
GSM	Gheshm	Gheshm	Iran	false
GSN	Mount Gunson	Mount Gunson	Australia	false
GSO	Piedmont Triad International	Greensboro	United States	false
GSP	Greenville/Spartanburg International Airport	Greenville	United States	true
GSQ	Shark Elowainat	Shark Elowainat	Egypt	false
GSR	Gardo	Gardo	Somalia	false
GSS	Sabi Sabi	Sabi Sabi	South Africa	false
GST	Gustavus Airport	Gustavus	United States	false
GSU	Gedaref	Gedaref	Sudan	false
GSV	Gagarin International Airport[	Saratov	Russia	true
GTA	Gatokae Aerodrom	Gatokae	Solomon Islands	false
GTC	Green Turtle	Green Turtle	Bahamas	false
GTE	Alyangula	Groote Eylandt	Australia	false
GTF	International	Great Falls	United States	false
GTG	Municipal	Grantsburg	United States	false
GTI	Guettin	Guettin	Germany	false
GTK	Sungei Tekai	Sungei Tekai	Malaysia	false
GTN	Glentanner	Mount Cook	New Zealand	false
GTO	Tolotio	Gorontalo	Indonesia	false
GTP	Grants Pass	Grants Pass	United States	false
GTR	Golden Triangle Reg.	Columbus	United States	false
GTS	Granites	Granites	Australia	false
GTT	Georgetown	Georgetown	Australia	false
GTY	Gettysburg	Gettysburg	United States	false
GTZ	Kirawira B	Grumeti	Tanzania	false
GUA	La Aurora	Guatemala City	Guatemala	false
GUB	Guerrero Negro	Guerrero Negro	Mexico	false
GUC	Gunnison	Gunnison	United States	false
GUD	Goundam	Goundam	Mali	false
GUE	Guriaso	Guriaso	Papua New Guinea	false
GUF	Edwards	Gulf Shores	United States	false
GUG	Guari	Guari	Papua New Guinea	false
GUH	Gunnedah	Gunnedah	Australia	false
GUI	Guiria	Guiria	Venezuela	false
GUJ	Guaratingueta	Guaratingueta	Brazil	false
GUL	Goulburn	Goulburn	Australia	false
GUM	Guam International	Agana	Guam	false
GUN	Gunter AFB	Montgomery	United States	false
GUO	Gualaco	Gualaco	Honduras	false
GUP	Senator Clark	Gallup	United States	false
GUQ	Guanare	Guanare	Venezuela	false
GUR	Gurney	Alotau	Papua New Guinea	false
GUS	Grissom AFB	Peru	United States	false
GUT	Guetersloh	Guetersloh	Germany	false
GUU	Grundarfjordur	Grundarfjordur	Iceland	false
GUV	Mougulu	Mougulu	Papua New Guinea	false
GUW	Atyrau International	Atyrau	Kazakhstan	true
GUX	Guna	Guna	India	false
GUY	Guymon	Guymon	United States	false
GUZ	Guarapari	Guarapari	Brazil	false
GVA	Geneva International	Geneva	Switzerland	true
GVE	Municipal	Gordonsville	United States	false
GVI	Green River	Green River	Papua New Guinea	false
GVL	Lee Gilmer Memorial	Gainesville	United States	false
GVN	May-Gatka	Sovetskaya Gavan	Russia	false
GVP	Greenvale	Greenvale	Australia	false
GVR	Governador Valadares	Governador Valadares	Brazil	false
GVT	Majors Field	Greenville	United States	false
GVX	Sandviken	Gavle	Sweden	false
GWA	Gwa	Gwa	Myanmar	false
GWD	Gwadar	Gwadar	Pakistan	false
GWE	Gweru	Gweru	Zimbabwe	false
GWL	Gwalior	Gwalior	India	true
GWO	Leflore	Greenwood	United States	false
GWS	Glenwood Springs	Glenwood Springs	United States	false
GWT	Westerland - Sylt	Westerland	Germany	false
GWV	Glendale	Glendale	United States	false
GWY	Carnmore	Galway	Ireland	false
GXF	Seiyun	Seiyun	Yemen	false
GXG	Negage	Negage	Angola	false
GXQ	Ten. Vidal	Coyhaique	Chile	false
GXX	Yagoua	Yagoua	Cameroon	false
GXY	Weld County	Greeley	United States	false
GYA	Guayaramerin	Guayaramerin	Bolivia	false
GYD	Heydar Aliyev International	Baku	Azerbaijan	true
GYE	Jose Joaquin De Olmedo	Guayaquil	Ecuador	false
GYI	Gisenyi	Gisenyi	Rwanda	false
GYL	Argyle	Argyle	Australia	false
GYM	Gen Jose M Yanez	Guaymas	Mexico	false
GYN	Santa Genoveva	Goiania	Brazil	true
GYP	Gympie	Gympie	Australia	false
GYR	Litchfield	Goodyear	United States	false
GYS	Guang Yuan	Guang Yuan	China	false
GYU	Liupanshan	Guyuan	China	false
GYY	Gary/Chicago International	Gary	United States	false
GZI	Ghazni	Ghazni	Afghanistan	false
GZM	Gozo Heliport	Gozo	Malta	false
GZO	Gizo	Gizo	Solomon Islands	false
GZP	Gazipasa Airport	Alanya	Turkey	false
GZT	Gaziantep	Gaziantep	Turkey	false
GZW	Ghazvin	Ghazvin	Iran	false
HAA	Hasvik	Hasvik	Norway	false
HAB	Marion County	Hamilton	United States	false
HAC	Hachijo Jima	Hachijo Jima	Japan	false
HAD	Halmstad	Halmstad	Sweden	false
HAE	Havasupai	Havasupai	United States	false
HAF	Half Moon	Half Moon	United States	false
HAH	Prince Said Ibrahim In	Moroni	Comoros	false
HAI	Dr Haines	Three Rivers	United States	false
HAJ	Hanover Airport	Hanover	Germany	false
HAK	Meilan International	Haikou	China	true
HAL	Halali	Halali	Namibia	false
HAM	Hamburg Airport	Hamburg	Germany	false
HAN	Noi Bai International	Hanoi	Vietnam	true
HAO	Hamilton	Hamilton	United States	false
HAP	Long Island	Long Island	Australia	false
HAQ	Hanimaadhoo	Hanimaadhoo	Maldives	false
HAR	Capital City	Harrisburg	United States	false
HAS	Hail	Hail	Saudi Arabia	true
HAU	Haugesund	Haugesund	Norway	false
HAV	Jose Marti International	Havana	Cuba	false
HAW	Haverfordwest	Haverfordwest	United Kingdom	false
HAY	Haycock	Haycock	United States	false
HAZ	Hatzfeldthaven	Hatzfeldthaven	Papua New Guinea	false
HBA	Hobart	Hobart	Australia	false
HBB	Industrial Airpark	Hobbs	United States	false
HBC	Hanus Bay	Hanus Bay	United States	false
HBD	Habi	Habi	Papua New Guinea	false
HBE	Alexandria International	Alexandria	Egypt	true
HBG	The Hattiesburg-Bobby L. Chain Mun.	Hattiesburg	United States	false
HBH	Hobart Bay	Hobart Bay	United States	false
HBI	Harbour Island	Harbour Island	Bahamas	false
HBK	Holbrook Municipal	Holbrook	United States	false
HBN	Flamingo	Phu-bon	Vietnam	false
HBO	Municipal	Humboldt	United States	false
HBR	Hobart	Hobart	United States	false
HBT	Hafr Albatin	Hambantota	Sri Lanka	false
HBU	Bulgan, Hovd	Bulgan, Hovd	Mongolia	false
HBX	Hubli	Hubli	India	false
HCA	Howard County	Big Spring	United States	false
HCB	Shoal Cove	Shoal Cove	United States	false
HCC	Columbia County	Hudson	United States	false
HCM	Eil	Eil	Somalia	false
HCN	Hengchun	Hengchun	Taiwan	false
HCQ	Halls Creek	Halls Creek	Australia	false
HCR	Holy Cross	Holy Cross	United States	false
HCW	Cheraw	Cheraw	United States	false
HDA	Hidden Falls	Hidden Falls	United States	false
HDD	Hyderabad	Hyderabad	Pakistan	false
HDE	Brewster Field	Holdrege	United States	false
HDF	Heringsdorf	Heringsdorf	Germany	false
HDG	Handan	Handan	China	false
HDH	Dillingham Airfield	Oahu	United States	false
HDM	Hamadan	Hamadan	Iran	false
HDN	Yampa Valley	Hayden	United States	false
HDR	Havadarya	Havadarya	Iran	false
HDS	Hoedspruit Airport	Hoedspruit	South Africa	false
HDY	Hat Yai	Hat Yai	Thailand	true
HEA	Herat	Herat	Afghanistan	false
HEB	Henzada	Henzada	Myanmar	false
HED	Herendeen	Herendeen	United States	false
HEE	Thompson-Robbins	Helena	United States	false
HEH	Heho	Heho	Myanmar	false
HEI	Heide-Buesum	Heide-Buesum	Germany	false
HEK	Heihe	Heihe	China	false
HEL	Helsinki-Vantaa	Helsinki	Finland	true
HEM	Helsinki-malmi	Helsinki	Finland	false
HEN	Hendon	Helsinki	Finland	false
HEO	Haelogo	Haelogo	Papua New Guinea	false
HER	Nikos Kazantzakis Airport	Heraklion	Greece	true
HES	State	Hermiston	United States	false
HET	Hohhot	Hohhot	China	false
HEV	Huelva	Huelva	Spain	false
HEY	Hanchey Army Heliport	Ozark	United States	false
HEZ	Hardy-Anders	Natchez	United States	false
HFA	Haifa	Haifa	Israel	false
HFD	Brainard	Hartford	United States	false
HFE	Shanghai	Hefei (Luogang Airport)	China	true
HFF	Mackall AAF	Hoffman	United States	false
HFN	Hornafjordur	Hornafjordur	Iceland	false
HFS	Hagfors	Hagfors	Sweden	false
HFT	Hammerfest	Hammerfest	Norway	false
HGA	Hargeisa	Hargeisa	Somalia	false
HGD	Hughenden	Hughenden	Australia	false
HGH	Hangzhou	Hangzhou	China	true
HGI	Higlieg	Higlieg	Sudan	false
HGL	Helgoland	Helgoland	Germany	false
HGN	Mae Hong Son	Mae Hong Son	Thailand	false
HGO	Korhogo	Korhogo	Ivory Coast	false
HGR	Wash. County Regional	Hagerstown	United States	false
HGS	Hastings	Freetown	Sierra Leone	false
HGT	Hunter AAF	Jolon	United States	false
HGU	Kagamuga	Mount Hagen	Papua New Guinea	false
HGZ	Hogatza	Hogatza	United States	false
HHE	Hachinohe	Hachinohe	Japan	false
HHH	Hilton Head	Hilton Head	United States	false
HHI	Wheeler AFB	Wahiawa	United States	false
HHN	Frankfurt-Hahn	Frankfurt	Germany	false
HHP	H K Heliport	Hong Kong	Hong Kong	false
HHQ	Hua Hin Airport	Hua Hin	Thailand	false
HHR	Hawthorne	Hawthorne	United States	false
HHS	CZ Bus Station	Zhongshan	China	false
HHZ	Hikueru	Hikueru	French Polynesia	false
HIA	Lianshui	Huai'an	China	false
HIB	Chisholm	Chisholm	United States	false
HID	Horn Island	Horn Island	Australia	false
HIE	Regional	Whitefield	United States	false
HIF	Hill AFB	Ogden	United States	false
HIG	Highbury	Highbury	Australia	false
HIH	Hook Island	Hook Island	Australia	false
HII	Municipal	Lake Havasu City	United States	false
HIJ	International	Hiroshima	Japan	false
HIK	Hickam AFB	Honolulu	United States	false
HIL	Shillavo	Shillavo	Ethiopia	false
HIM	Hingurakgoda	Hingurakgoda	Sri Lanka	false
HIN	Sacheon	Jinju	South Korea	false
HIO	Portland	Hillsboro	United States	false
HIP	Headingly	Headingly	Australia	false
HIR	Henderson International	Honiara	Solomon Islands	true
HIS	Hayman Island	Hayman Island	Australia	false
HIT	Haivaro	Hivaro	Papua New Guinea	false
HIW	Hiroshima West	Hiroshima	Japan	false
HJJ	Zhi Jiang	Zhi Jiang	China	false
HJR	Khajuraho	Khajuraho	India	false
HJT	Khujirt	Khujirt	Mongolia	false
HKA	Municipal	Blytheville	United States	false
HKB	Healy Lake	Healy Lake	United States	false
HKD	Hakodate	Hakodate	Japan	false
HKG	Hong Kong International	Hong Kong	Hong Kong	true
HKK	Hokitika Airport	Hokitika	New Zealand	false
HKN	Hoskins	Hoskins	Papua New Guinea	false
HKS	Hawkins Field	Jackson	United States	false
HKT	Phuket International	Phuket	Thailand	true
HKV	Haskovo	Haskovo	Bulgaria	false
HKY	Hickory	Hickory	United States	false
HLA	Lanseria	Johannesburg	South Africa	true
HLB	Hillenbrand	Batesville	United States	false
HLC	Hill City	Hill City	United States	false
HLD	Hailar	Hailar	China	false
HLF	Hultsfred - Vimmerby	Hultsfred	Sweden	false
HLG	Ohio County	Wheeling	United States	false
HLH	Ulanhot	Ulanhot	China	false
HLI	Hollister	Hollister	United States	false
HLL	Hillside	Hillside	Australia	false
HLM	Park Township	Holland	United States	false
HLN	Helena	Helena	United States	false
HLP	Halim Perdana Kusuma	Jakarta	Indonesia	true
HLR	Fort Hood AAF	Killeen	United States	false
HLS	St Helens	St Helens	Australia	false
HLT	Hamilton	Hamilton	Australia	false
HLU	Houailou	Houailou	New Caledonia	false
HLV	Helenvale	Helenvale	Australia	false
HLW	Hluhluwe	Hluhluwe	South Africa	false
HLY	Anglesey Airport	Holyhead	United Kingdom	false
HLZ	Hamilton	Hamilton	New Zealand	false
HMA	Khanty-Mansiysk	Khanty-Mansiysk	Russia	false
HMB	Mubarak International	Sohag	Egypt	false
HME	Oued Irara Airport	Hassi Messaoud	Algeria	false
HMG	Hermannsburg	Hermannsburg	Australia	false
HMI	Hami	Hami	China	false
HMJ	Khmelnitskiy	Khmelnitskiy	Ukraine	false
